,text,bbox,page,doc_id
14887,Митрополит Гедеон.  Невідомий художник. ХVІІІ  ст.,"(402.70098876953125, 207.68496704101562, 541.1668090820312, 232.80096435546875)",214,5
14888,Інокентій Гізель. Невідомий  художник. Перша половина  XVIII ст.,"(402.61700439453125, 416.0049743652344, 534.9369506835938, 453.615966796875)",214,5
14889,Феофан Прокопович.  Невідомий художник. Кінець  ХVІІІ  — початок ХІХ  ст.,"(402.20751953125, 637.5025024414062, 539.5160522460938, 675.1134643554688)",214,5
14890,Розділ IV. Козацька Україна наприкінці 50‑х рр. XVII — на початку XVIII ст.  216,"(28.913400650024414, 692.9888916015625, 523.6460571289062, 711.1710205078125)",215,5
14891,"що Вселенський Патріарх не мав можливості  стежити за дотриманням віри. Під ­заборону  потрапили навіть твори чинного єпископа Ла- заря Барановича. Поступово в  Київській ми- трополії не залишилося жодного єпископа.  У  1722  р. Київську митрополію понизили до  архієпископства. Військово-політичний виступ І.  Мазепи  ­позначився на українському духовенстві, яке  здебільшого ще зберігало антимосковські на- строї. Українське духовенство усвідомлювало,  що Українська козацька держава вже не може  бути йому опорою, та швидко переорієнтовува- лося на Москву.  Восени 1708  р. Київський ­митрополит під  тиском царя наклав анафему на гетьмана  І.  Мазепу, який дуже багато зробив для роз- витку церков. Після Полтавської битви ректор  Києво-Могилянської академії  Феофан Про­ копович  виголосив довгу проповідь перед  ­Пет­ром I, у якій засудив І. Мазепу й висловив  свою прихильність владі. Пізніше саме за про- позицією Феофана Прокоповича цар розпочав  зміни щодо європеїзації Московії.  Феофан Прокопович був автором «Ду­ховного  регламенту», що замінив правління Патріарха  в  Російській православній церкві владою  Свя­ щенного Синоду  під головуванням світського  чиновника (згодом фактично правителем Сино- ду став Феофан). Так церква увійшла до дер- жавного апарату. Феофан Прокопович також  висунув ідею проголошення Московського  царства Російською імперією, з його ініціативи  було засновано Російську Академію наук.  Успішне просування на службі Феофана  Прокоповича в  імперії відображало ширше  явище  — перехід на імперську службу пере- важної частини українського духовенства, яке  було більше налаштованим на Захід. Україн- ське духовенство активно залучали на різні  ­церковні й  державні посади. Український священник Димитрій Туптало,  призначений митрополитом Ростовським, на- віть був канонізований як святий за боротьбу  зі старообрядцями.","(244.91299438476562, 45.336021423339844, 524.51171875, 675.8118286132812)",215,5
14892,  Словник,"(42.08789825439453, 531.010498046875, 91.41690063476562, 545.0169677734375)",215,5
14893,"Священний Синод Російської  православної церкви   — орган  управління, що діяв у  Російській  імперії в  1721—1917  рр., який  замінив владу Патріарха. Синод  Російської православної церкви  Московського патріархату мав статус  вищої державної установи, був  підпорядкований імператору. ","(32.17589569091797, 552.010009765625, 210.46485900878906, 664.9794921875)",215,5
14894,  Постать в  історії,"(38.71879959106445, 320.33050537109375, 132.26959228515625, 333.3399963378906)",215,5
14895,"Паїсій Величковський   — творець  морально-етичних засад чернецтва  XVIII  ст. Він був засновником  Іллінського скиту на Афоні,  настоятелем монастирів  у  Драгомирні, Секулі та Нямецької  лаври. Паїсій Величковський  переклав найвідоміший твір ченців  «Добротолюбіє». Фактично він  відродив чернецтво, яке занепало  після загибелі Русі-України. Паїсій  Величковський був канонізований  як  святий у  1988  р. ","(32.17729949951172, 340.3330078125, 201.86676025390625, 503.2824401855469)",215,5
14896,Паїсій Велич­ковський. Невідомий  художник,"(32.72829818725586, 253.94198608398438, 192.19178771972656, 279.0579833984375)",215,5
14897,§ 30. Церковне життя в другій половині XVII — першій половині XVIII ст. 217,"(45.35430145263672, 692.9888916015625, 538.0269165039062, 711.1710205078125)",216,5
14898,Оцінюємо і  створюємо,"(63.35430145263672, 446.0039978027344, 183.21583557128906, 459.63299560546875)",216,5
14899,"8.	  На с. 214 зображено митрополитів  — захис- ників церковної автономії на українських  землях, які не схвалювали союз із Московією.  За додатковими джерелами складіть історич- ний портрет одного з  них (на  вибір). 9.	  Дослідіть життєвий шлях Феофана Проко- повича. Висловіть аргументовану думку  щодо його ролі в  переході українського  духовенства на імперську службу. 10.	 Створіть інтерактивну лінію часу. Розта- шуйте на ній інформацію (тексти, ілюстра- ції, відео тощо) про основні події, які  призвели до втрати самостійності Україн- ською православною церквою після підпо- рядкування Московському патріар­хату.","(45.35430145263672, 465.3450012207031, 324.9427795410156, 675.8408203125)",216,5
14900,СФОРМУЛЮЙТЕ СУДЖЕННЯ ПРО:,"(357.1409912109375, 470.63299560546875, 534.745849609375, 484.2619934082031)",216,5
14901,  процес підпорядкування  Київської православної  митрополії Московському  патріархату;   приборкання українського  духовенства імперською владою.,"(357.0169982910156, 486.8509826660156, 530.6346435546875, 561.947021484375)",216,5
14902,  Працюємо з  хронологією,"(365.9259948730469, 583.2634887695312, 504.7843017578125, 596.2730102539062)",216,5
14903,1686  р. ,"(371.81298828125, 627.0621948242188, 410.1769104003906, 640.0717163085938)",216,5
14904,Підпорядкування  Київської митрополії  Московському  патріархату,"(419.39898681640625, 608.69775390625, 518.2764282226562, 658.8037109375)",216,5
14905,Поступово українські священники стали знаряддям імперської влади.  Проте їхній вплив із часом почав лякати її. За наказом імператриці  Катерини II було заборонено набирати українців на високі посади цер- ковної та світської служби.,"(45.35430145263672, 45.336021423339844, 481.8566589355469, 101.81204986572266)",216,5
14906,Запитання і завдання,"(45.35430145263672, 111.04002380371094, 181.738037109375, 130.00001525878906)",216,5
14907,Знаємо і  розуміємо,"(63.35430145263672, 136.14498901367188, 166.26593017578125, 149.77398681640625)",216,5
14908,"1.	  За яких обставин Українська православна церква втратила самостій- ність? Чому для Москви рішення про приєднання Київської митропо- лії було політичним, а  не релігійним? 2.	  Коли та за яких умов Києво-Печерська лавра увійшла в безпосереднє  підпорядкування до Московського патріархату? 3.	  Чому за наказом імператриці Катерини II було заборонено набирати  українців на високі посади церковної та світської служби?","(45.35429382324219, 155.4849853515625, 481.86517333984375, 254.00497436523438)",216,5
14909,Застосовуємо і  аналізуємо,"(63.35430145263672, 261.3179931640625, 202.19189453125, 274.9469909667969)",216,5
14910,"4.	  Проаналізуйте, чому Московський патріархат прагнув підпорядкувати  Київську митрополію. 5.	 Працюємо разом.   Метод «Мозковий штурм».  Чому Москва втручала- ся саме в  церковну друкарську справу? Які наслідки це мало для  української церкви? 6.	 Працюємо в  парах.   Метод «Фішбоун».  Як і  чому антимосковські на- строї в українському духовенстві змінилися після Полтавської битви? 7.	 Працюємо в  малих групах.   Метод «ПРЕС».  Поясніть, чому Гедеон  дістав дозвіл на митрополію, ставши «митрополитом Київським, Га- лицьким і  Малої Русі», а  традиційну частину титулу Київських мит­ рополитів  — «і всієї Русі»  — було вилучено.","(45.35430145263672, 280.6579895019531, 481.9562072753906, 435.1619873046875)",216,5
14911,Розділ IV. Козацька Україна наприкінці 50‑х рр. XVII — на початку XVIII ст.  218,"(28.913400650024414, 692.9888916015625, 523.6460571289062, 711.1710205078125)",217,5
14912,§ 31. Українська культура в другій  половині XVII — першій половині  XVIII ст. «Козацьке бароко»,"(250.58299255371094, 37.725990295410156, 517.70849609375, 99.0520248413086)",217,5
14913,1.	 Особливості розвитку культури,"(244.91299438476562, 154.52000427246094, 459.5849304199219, 173.47999572753906)",217,5
14914,   Які події найбільше вплинули на розвиток української  культури кінця XVII  — початку XVIII  ст.?,"(248.74000549316406, 178.13597106933594, 522.252685546875, 205.12396240234375)",217,5
14915,"Культура другої половини XVII — початку  XVIII  ст. базувалася на попередньому роз­ витку української культури та впливі західно- європейського  бароко.  На  українському  ґрунті культура бароко набула особ­ливих  ознак, що дає підстави стверджувати про по- ширення  українського бароко . Крім того,  у  культурі цього періоду почали простежува- тися світські риси. На характер української культури цього  періоду мали вплив і зміни в соціальній струк- турі. Основну частину культурно розвиненого  населення становили вже не шляхта й  духо- венство, а  рядові козаки, козацька старшина,  міщани. Це значно розширило підґрунтя, на  якому розвивалася українська культура.","(244.91299438476562, 213.3360137939453, 524.5116577148438, 437.8079833984375)",217,5
14916,2.	Освіта і друкарство.   Києво-Могилянська академія,"(244.91299438476562, 447.03997802734375, 445.8888854980469, 482.99200439453125)",217,5
14917,   Яку роль у  поширенні освіти відігравало  книгодрукування?,"(248.74000549316406, 487.6559753417969, 459.3176574707031, 514.6439819335938)",217,5
14918,"Наприкінці XVII  ст. освітній рівень насе- лення козацької України залишався відносно  високим. Тут діяло багато початкових шкіл,  у  яких учителювали дяки, мандрівні студенти  Києво-Могилянського колегіуму. У  них навча- ли читання, письма, лічби, співу. Поширеною  була й  домашня освіта. Саме в  цей період у  Гетьманщині виникла  форма навчання й здобуття професійних знань  при канцеляріях, де навчалися вести канцеляр- ські справи, складати ділові папери тощо.","(244.91299438476562, 521.3359985351562, 524.5274658203125, 675.8078002929688)",217,5
14919,ПРИГАДАЙТЕ,"(50.29100036621094, 190.63302612304688, 119.95289611816406, 204.26202392578125)",217,5
14920,1.	  Якими були особливості  української культури попередньої  доби?  2.	  Назвіть головні здобутки  української культури кінця ХVІ  —  першої половини XVII  ст.,"(33.173194885253906, 209.2964630126953, 212.13204956054688, 287.6159973144531)",217,5
14921,"ОПРАЦЮВАВШИ ПАРАГРАФ,  ВИ  ДІЗНАЄТЕСЬ:","(49.29100036621094, 326.69500732421875, 200.9897918701172, 352.82000732421875)",217,5
14922,  про основні здобутки української  культури другої половини   ХVІІ  — першої половини XVIІI  ст.;    імена видатних представників  української культури.,"(32.168800354003906, 358.2469787597656, 210.41677856445312, 423.6829833984375)",217,5
14923,КУЛЬТУРА БАРОКО,"(72.93099975585938, 460.99749755859375, 169.15090942382812, 474.0069885253906)",217,5
14924,"Вигадливе поєднання  ­деталей, ліній, прикрас","(79.55030059814453, 526.5910034179688, 188.59280395507812, 551.70703125)",217,5
14925,Інтерес до почуттів і вчинків  людини,"(65.64009857177734, 572.822998046875, 204.7230987548828, 597.93896484375)",217,5
14926,Увага до символів ,"(91.40850067138672, 620.0550537109375, 178.95748901367188, 632.676025390625)",217,5
14927,"Театральність, парадність","(74.5261001586914, 654.9485473632812, 193.6171112060547, 667.5695190429688)",217,5
14928,Особливості,"(90.6843032836914, 490.2375183105469, 151.39425659179688, 503.24700927734375)",217,5
14929,Тестові завдання rnk.com.ua/109607,"(81.92130279541016, 76.95199584960938, 173.07180786132812, 102.95599365234375)",217,5
14930,§ 31. Українська культура в другій половині XVII — першій половині XVIII ст. «Козацьке бароко» 219,"(45.35430145263672, 692.9888916015625, 538.0269165039062, 711.1710205078125)",218,5
14931,"Харківський колегіум. Реконструкція.  У  XVIII  ст. в ньому навчалося 800  осіб.  Крім традиційних предметів, тут  викладали інженерну справу, артилерію,  геодезію","(347.57452392578125, 181.15896606445312, 541.529541015625, 243.75994873046875)",218,5
14932,Луцький єзуїтський колегіум. Сучасний  вигляд,"(347.57452392578125, 414.6789245605469, 533.5191040039062, 439.794921875)",218,5
14933,"У тогочасній Україні характерною була про- фесійна підготовка юнаків через систему учнів- ства в  ремісничих цехах. Таку підготовку  отримували й  діти козаків у  січовій школі на  Запорожжі. Вона готувала канцеляристів,  ­кобзарів, сурмачів, скрипалів, цимбалістів. На українських землях виникали нові коле- гіуми, які були закладами середньої освіти:  Чернігівський ,  Харківський ,  Переяславський .  Переяславський колегіум займався підготов- кою духовенства для православних парафій  Правобережжя. У колегіумах вивчали старослов’янську,  українську, польську, німецьку, французьку  мови, поетику, риторику, філософію, бого­ слов’я, математику, фізику, медицину, істо- рію, географію, астрологію (астрономію),  музику. На Правобережжі та західноукраїнських  землях діяли переважно єзуїтські колегіуми —  Луцький, Кам’янецький, Львівський, Пере- мишльський  та  інші.  Вища  освіта  на  українських землях була представлена  Києво- Могилянським колегіумом  та  Львівським уні­ верситетом . Поширення грамотності серед населення  сприяло розвитку книгодрукування. У тогочас- ній Україні працювало 13 друкарень, найбіль- шою з  них була друкарня Києво-Печерської  лаври. Серед виданих нею книг відома «Іфіка  Ієрополітика» (1712  р.), у  якій пояснювалися  норми поведінки в суспільстві. ­Виходили релі- гійні твори, букварі та інші книги. На західно- українських  землях  продовжувала  діяти  Львівська братська друкарня, де видавали  букварі та інші книжки. Значний внесок у роз- виток книгодрукування зробили Почаївська та  Унівська друкарні. Особливістю книгодрукування того часу,  незважаючи на заборони Синоду Російської  православної церкви, стало збільшення видан- ня творів світської літератури. А  запровадже- ний за Петра I  гражданський шрифт зробив  книжки доступнішими для широкого кола  читачів.","(45.35430145263672, 45.336021423339844, 324.9839172363281, 675.8078002929688)",218,5
14934,  Зверніть увагу,"(366.1700134277344, 474.1235046386719, 449.4549255371094, 487.13299560546875)",218,5
14935,Києво-Могилянський колегіум  за  організаційною структурою  відповідав вищим навчальним  закладам Західної Європи. У 1694 р.  колегіум отримав царську грамоту  на самоврядування. У  1701 р.  його  було перетворено на академію.  У  1709 р. тут навчалося близько  2  тис. студентів. Проте вже за  декілька років їхня кількість  зменшилася до 165 осіб. ,"(357.03497314453125, 494.5144958496094, 531.3981323242188, 632.08544921875)",218,5
14936,"   Поясніть, чому в 1709 р. різко  скоротилася кількість студентів. ","(360.8580017089844, 638.6478881835938, 527.6590576171875, 665.6358642578125)",218,5
14937,Розділ IV. Козацька Україна наприкінці 50‑х рр. XVII — на початку XVIII ст.  220,"(28.913400650024414, 692.9888916015625, 523.6460571289062, 711.1710205078125)",219,5
14938,3.	Розвиток наукових знань ,"(244.91299438476562, 45.04001998901367, 428.0968933105469, 64.0000228881836)",219,5
14939,"   Поясніть, чому на українських землях у  XVII—XVIII  ст.  представниками науки часто були церковні діячі.","(248.74000549316406, 68.65599060058594, 518.8434448242188, 95.64398193359375)",219,5
14940,"У XVII—XVIII ст. на українських землях, як  і  загалом у Європі, швидко розвивалася наука.  Проте на відміну від інших країн Європи, де  наука долала сильний опір церкви, тут її пред- ставниками здебільшого були церковні діячі,  іноді вищі ієрархи. Видатні діячі того часу зосереджували ува- гу на складних питаннях астрономії, матема- тики, медицини, географії. Так, Йоаникій  Галятовський намагався розкрити причини  таких природних явищ, як сонячне й  місячне  затемнення, дощ, вітер, блискавка тощо. Фео- фан Прокопович уклав курс лекцій з  арифме- тики та геометрії для Києво-Могилянської  академії. Єпіфаній Славинецький переклав  посібник з  анатомії Андреаса Везалія. Лікарі- українці здобули науковий ступінь доктора  медицини: Іван Полетика, Петро Погорецький  та інші. У  1707  р. в  Лубнах відкрили першу  на українських землях польову аптеку.","(244.91299438476562, 101.33602142333984, 524.5419921875, 381.81597900390625)",219,5
14941,4.	Розвиток літератури,"(244.91299438476562, 394.0389709472656, 391.3609313964844, 412.9989929199219)",219,5
14942,   Які жанри були популярними в  українській літературі  XVII—XVIII ст.?,"(248.74000549316406, 417.6549987792969, 520.4171752929688, 444.64300537109375)",219,5
14943,"Із другої половини XVII  ст. розпочався пе- ріод піднесення літературної творчості. Це був  час розквіту української літератури стилю ба- роко. Найяскравіше його ознаки проявилися  в  поезії.  Поетичні твори цієї доби вирізнялися різно- манітністю  — від суспільно-політичних до лі- ричних.  Суспільно-політична  поезія  була  пов’язана з  подіями Хмельниччини та Руїни:  «Висипався хміль із міха», «Похвала віршами  Хмельницькому од народа малоросійського»,  «Чигирин» тощо. Авторами релігійно-філософ- ської поезії були представники духовенства  —  Лазар  Баранович,  Варлаам  Ясинський,  Димитрій Туптало, Стефан Яворський, Феофан  Прокопович та інші. У  поезії цього напряму ","(244.91299438476562, 451.33599853515625, 524.503173828125, 675.8078002929688)",219,5
14944,  Працюємо з  джерелом,"(39.25590133666992, 396.1235046386719, 165.9027099609375, 409.13299560546875)",219,5
14945,"Із записок історика і  мандрівника,  сина Антіохійського патріарха  Павла Алеппського (1654  р.) Починаючи з  цього міста [Рашкова]  і  по всій землі руських, тобто  козаків, ми помітили прекрасну рису,  що дуже здивувала нас. Усі вони,  крім небагатьох, навіть більшість  їхніх жінок і  дочок, уміють читати  й  знають порядок церковних служб  і  церковні співи; крім того,  священники навчають сиріт   і  не лишають їх неуками блукати  по  вулицях. [53]","(32.18939971923828, 416.1260070800781, 212.0417938232422, 594.5734252929688)",219,5
14946,"   Як автор документа описує  рівень освіти в  тогочасній  Україні? Спираючись на зазначені  факти, висловіть думку про роль  жінок в  українському суспільстві. ","(36.00790023803711, 601.1480102539062, 212.12261962890625, 665.6210327148438)",219,5
14947,Сторінка «Іфіки Ієрополітики» 1712 р.  з  гравюрою. Художник Н.  Зубрицький ,"(32.37220001220703, 302.94500732421875, 214.0579071044922, 328.0610046386719)",219,5
14948,§ 31. Українська культура в другій половині XVII — першій половині XVIII ст. «Козацьке бароко» 221,"(45.35430145263672, 692.9888916015625, 538.0269165039062, 711.1710205078125)",220,5
14949,ЛІТЕРАТУРА   другої половини ХVІІ ст.,"(384.5710144042969, 244.65049743652344, 507.2110595703125, 270.1549987792969)",220,5
14950,Зберігався зв’язок   літератури з  релігійним  світоглядом,"(400.4695129394531, 323.45599365234375, 514.3020629882812, 361.0669860839844)",220,5
14951,Мистецтво слова поступово  ставало самостійним напрямом  творчості,"(381.9994812011719, 382.7599792480469, 532.7785034179688, 420.3709716796875)",220,5
14952,"Виразно проявлялася світська  й  естетична роль літератури,  виникали нові форми й  способи  художньо-словесного ­зображення","(376.23553466796875, 442.5570068359375, 536.2974243164062, 492.6629943847656)",220,5
14953,"Письменники зосереджували  основну увагу на людині, а  також  на її зв’язку з  Богом,  утверджувалися нові жанри  художньої літератури","(379.5489807128906, 514.85400390625, 535.2243041992188, 577.4549560546875)",220,5
14954,Ознаки,"(427.82501220703125, 288.7015075683594, 463.95550537109375, 301.71099853515625)",220,5
14955,"Для вас, допитливі rnk.com.ua/109119","(408.05499267578125, 617.032958984375, 508.076904296875, 643.03662109375)",220,5
14956,Синопсис Київський. 1674  р. Фотокопія,"(347.364013671875, 188.90298461914062, 533.173095703125, 201.52398681640625)",220,5
14957,"найбільше проявився стиль бароко — ­символіка,  алегорія, гра слів, ускладнені асоціації, нату- ралістичність  деталей.  Найбільшу  поему  (23 тис. рядків) релігійної тематики склав Іван  Максимович («Богородице Діво»).  У напрямі бароко розвивалася й панегірич- на поезія  — уславлення визначної події або  вчинку видатної особи. Найвідомішими пред- ставниками цього жанру були Іван Величков- ський, Лазар Баранович. Велику популярність  мали епіграми  — невеликі сатиричні вірші,  у  яких висміювали якусь людину або суспіль- не явище. До найкращих епіграмістів належа- ли Лазар Баранович, Іван  Величковський,  Данило Братковський, Климентій Зіновіїв.  В  епіграмах часто поєднувалися релігійно-­ філософські та побутові сюжети.  Поміж авторів ліричних творів найвідомі- шими були Семен Климовський, Ілля Бачин- ський, Іван Мазепа, Лазар Баранович. Темою  їхніх віршів часто ставали соціально-побутові  й природні явища, душевні переживання за- коханих. Значної популярності набула й сатирична  віршована література. У рукописних збірках  поширювалися вірші Климентія Зіновіїва  (370 віршів) та Івана Некрашевича («Ярмарок»,  «Сповідь»). У них автори відтворювали побу- тові сцени, висміювали вади суспільства, про- славляли працю хліборобів і ремісників.  Серед прозових творів головне місце посіда- ла полемічна богословська література. Найви- датнішими полемічними творами цієї доби  були «Фундаменти», «Бесіда» Йоаникія Галя- товського, «Нова міра старої віри» Лазаря  Барановича, «Навіти» анонімного автора. Від середини XVII  ст. в  літературі набув  розвитку жанр езопівської байки. Її вивчали  в  школах, поширювали в  рукописних збірках.  Згодом ці байки сприяли становленню нової  української літератури. Значну частину літературного доробку цієї  доби становить історична література. Серед неї  важливе місце посідає Синопсис Київський  (1674  р.)  — короткий нарис історії України та ","(45.35430145263672, 45.336021423339844, 325.0063781738281, 675.8078002929688)",220,5
14958,Розділ IV. Козацька Україна наприкінці 50‑х рр. XVII — на початку XVIII ст.  222,"(28.913400650024414, 692.9888916015625, 523.6460571289062, 711.1710205078125)",221,5
14959,Літопис Самовидця. Копія XVIII ст.  Чернігівський обласний історичний  музей ім.  В.  Тарновського,"(32.02069854736328, 312.260986328125, 201.90020751953125, 349.8719787597656)",221,5
14960,«Книга житій святих» Димитрія Туптала.  Титульний аркуш. Друкарня Києво- Печерської лаври. 1705 р. Фотокопія,"(31.747697830200195, 636.47998046875, 220.8821563720703, 674.0910034179688)",221,5
14961,"Московії від найдавніших часів до останньої  чверті XVII  ст.  У  XVIII  ст. суспільство цікавили події  Хмельниччини. У  1702  р. з’явився перший  такий твір  —  Літопис Самовидця , створений  одним із діячів часів Руїни Романом Ракуш- кою-Романовським. Популярними стали праці  Самійла Величка  «Сказання про козацьку ві- йну з  поляками» та «Повість літописна про  малоросійські й  частково інші події» і  «Дій- ствія презільної брані…»  Григорія Грабянки .  Їх називали  козацькими літописами , хоча  насправді це були типові історичні твори, на- писані в  стилі бароко. Наприкінці ХVІІ — у ХVІІІ ст. розвивалася  богословська література, до якої належали,  зокрема, проповіді. Їхні автори висловлювали  вірність православ’ю, прагнення миру, злагоди  та спокою; засуджували заздрість, підступність,  невдячність, жадобу, моральну розпусту. Най- визначнішими творами були «В істинній вірі»,  «Мир із Богом людині» Інокентія Гізеля, збір- ки проповідей Лазаря Барановича «Меч духов­ ний» і «Труби словес проповідних». Крім того,  проповідями уславилися Димитрій Туптало,  Стефан Яворський та інші. Продовжував розвиватися й  агіографічний  жанр (опис житій святих). Його найвидатнішою  пам’яткою є  збірка Димитрія Туптала.","(244.91299438476562, 45.336021423339844, 524.5278930664062, 451.8079833984375)",221,5
14962,5.	Архітектура ,"(244.91299438476562, 464.0389709472656, 340.64093017578125, 482.9989929199219)",221,5
14963,"   Висловіть думку, як архітектура бароко вплинула  на  розвиток українських міст.","(248.74000549316406, 487.6549987792969, 498.8271179199219, 514.6430053710938)",221,5
14964,"Події Національно-визвольної війни ХVІІ ст.  та Руїни, народні повстання, війни Московської  держави, Речі Посполитої з  Османською імпе- рією, Кримським ханатом, Швецією зумовили  бурхливий розвиток фортифікаційного будів- ництва. Почали переважати  укріплення басті­ онного типу , які зводили ­навіть навколо старих  фортець і  замків у  Кам’янці, Хотині, Львові,  Ужгороді тощо. Найбільшою оборонною спо- рудою на українських землях на початку  XVIІI  ст. стала Київська (Печерська) фортеця.","(244.91299438476562, 521.3359985351562, 524.4039916992188, 675.8078002929688)",221,5
14965,§ 31. Українська культура в другій половині XVII — першій половині XVIII ст. «Козацьке бароко» 223,"(45.35430145263672, 692.9888916015625, 538.0269165039062, 711.1710205078125)",222,5
14966,Миколаївський собор у  Ніжині  (Чернігівська область).   50‑ті  рр. ХVІІ  ст. Сучасний вигляд,"(347.509521484375, 219.73699951171875, 504.8415222167969, 257.3479919433594)",222,5
14967,Спаський собор у Чернігові. Близько 1030 р.  (реконструйований у 60-х рр. XVII ст.). Сучасний вигляд,"(45.193511962890625, 219.72650146484375, 309.035400390625, 244.84249877929688)",222,5
14968,Покровська церква в  Харкові. 1689  р.  Сучасний вигляд,"(347.3634948730469, 648.9948120117188, 530.057373046875, 674.1107788085938)",222,5
14969,"Із другої половини XVII  ст. монументальне  будівництво, яке зазнало впливу бароко, пере- живало піднесення. Для архітектури бароко  були характерні урочистість, грандіозність,  декоративна насиченість.  Архітектура бароко перед­усім вплинула на  оздоблення стародавніх храмів, які зберегли  попередній вигляд, але дістали нові елементи:  вигадливі декоративні фронтони (передня час- тина будівлі), обрамлення вікон і  дверей, ма- льовничі багатоярусні грушоподібні бані,  східчасті дахи. Після реконструкції барокового  вигляду набули Софія Київська, Успенський  собор Києво-Печерської лаври, Михайлівський  Золотоверхий собор у  Києві, Спаський і  Бори- соглібський собори в  Чернігові. Такими ці  храми збереглися до наших днів. Більшість  барокових споруд у  тогочасній Україні були  збудовані за часів гетьманства І.  Мазепи.  До найкращих барокових ансамблів належать  Миколаївський собор у Ніжині, Троїцький собор  Густинського монастиря, Покровська церква  в  Харкові, Троїцький собор у  Чернігові, Всіх­ святська надбрамна церква Києво-Печерської  лаври, Спасо-Преображенська церква у Великих  Сорочинцях та інші. До цього переліку можна  зарахувати дзвіницю Софії Київської. У західно- європейському бароко зведено костел домінікан- ців у  Львові.","(45.35430145263672, 269.33599853515625, 324.974853515625, 675.8157958984375)",222,5
14970,Розділ IV. Козацька Україна наприкінці 50‑х рр. XVII — на початку XVIII ст.  224,"(28.913400650024414, 692.9888916015625, 523.6460571289062, 711.1710205078125)",223,5
14971,Розписи церкви Святого Юра  в  Дрогобичі (Львівська область),"(341.9045104980469, 202.02401733398438, 493.15814208984375, 227.1400146484375)",223,5
14972,Будинок генерального судді Василя  Кочубея в  Батурині (Чернігівська  область). Сучасний вигляд,"(32.11252975463867, 638.362060546875, 203.70350646972656, 675.9730224609375)",223,5
14973,Костел домініканців у  Львові.   1745—1749  рр. Сучасний вигляд,"(31.724029541015625, 427.18603515625, 186.2021484375, 452.3020324707031)",223,5
14974,"Крім церковного, розгорталося й  світське  кам’яне будівництво. Зводили колегіуми, ма- гістрати, військові канцелярії, житлові будин- ки. Серед цих споруд відомі корпус Київської  академії, кімнати ченців Києво-Печерської  лаври, Троїцького та Єлецького монастирів  Чернігова, будинок генерального судді Василя  Кочубея в Батурині. Проте основ­ним будівель- ним матеріалом залишалося ­дерево. До наших  днів збереглося чимало дерев’яних храмів цієї  доби, особливо на Прикарпатті, Буковині та  Закарпатті.","(244.91299438476562, 255.3359832763672, 524.5032348632812, 423.8079833984375)",223,5
14975,6.	Мистецтво,"(244.91299438476562, 436.0389709472656, 327.45697021484375, 454.9989929199219)",223,5
14976,   Які нові риси переважали в  живописі цього періоду?,"(248.74000549316406, 459.6549987792969, 516.2056884765625, 474.52301025390625)",223,5
14977,"Від другої половини XVII  ст. український  живопис швидко відходив від церковних пра- вил, у ньому переважало зображення реальних  людей, подій. У  творчості митців відчувався  вплив стилю бароко. У монументальному живописі яскраво про- являлися народні традиції. Особливо реаліс- тично митці передали образи людей із народу,  краєвиди в  оздобленні церкви Святого Юра  в  Дрогобичі, а  також у  розписах дерев’яних  храмів на Закарпатті. У  Софії Київській були  створені нові розписи з  використанням сюже- тів про боротьбу з  татарами та поляками.  В Успенському соборі Києво-Печерської лаври ","(244.91299438476562, 479.33599853515625, 524.486083984375, 675.8078002929688)",223,5
14978,§ 31. Українська культура в другій половині XVII — першій половині XVIII ст. «Козацьке бароко» 225,"(45.35430145263672, 692.9888916015625, 538.0269165039062, 711.1710205078125)",224,5
